"actual","year","month","wday","day","longterm_actual","mid_actual","short_actual"
20380,2013,1,"Di",1,20702.9544520548,77.25388127854,-400.208333333341
21574,2013,1,"Di",1,20702.9544520548,77.25388127854,793.791666666659
20697,2013,1,"Di",1,20702.9544520548,77.25388127854,-83.2083333333406
19961,2013,1,"Di",1,20702.9544520548,77.25388127854,-819.208333333341
19529,2013,1,"Di",1,20702.9544520548,77.25388127854,-1251.20833333334
19468,2013,1,"Di",1,20702.9544520548,77.25388127854,-1312.20833333334
19241,2013,1,"Di",1,20702.9544520548,77.25388127854,-1539.20833333334
18953,2013,1,"Di",1,20702.9544520548,77.25388127854,-1827.20833333334
18485,2013,1,"Di",1,20702.9544520548,77.25388127854,-2295.20833333334
19304,2013,1,"Di",1,20702.9544520548,77.25388127854,-1476.20833333334
19887,2013,1,"Di",1,20702.9544520548,77.25388127854,-893.208333333341
20327,2013,1,"Di",1,20702.9544520548,77.25388127854,-453.208333333341
20478,2013,1,"Di",1,20702.9544520548,77.25388127854,-302.208333333341
20185,2013,1,"Di",1,20702.9544520548,77.25388127854,-595.208333333341
20183,2013,1,"Di",1,20702.9544520548,77.25388127854,-597.208333333341
20288,2013,1,"Di",1,20702.9544520548,77.25388127854,-492.208333333341
21172,2013,1,"Di",1,20702.9544520548,77.25388127854,391.791666666659
22903,2013,1,"Di",1,20702.9544520548,77.25388127854,2122.79166666666
23475,2013,1,"Di",1,20702.9544520548,77.25388127854,2694.79166666666
23215,2013,1,"Di",1,20702.9544520548,77.25388127854,2434.79166666666
22934,2013,1,"Di",1,20702.9544520548,77.25388127854,2153.79166666666
22630,2013,1,"Di",1,20702.9544520548,77.25388127854,1849.79166666666
22316,2013,1,"Di",1,20702.9544520548,77.25388127854,1535.79166666666
21140,2013,1,"Di",1,20702.9544520548,77.25388127854,359.791666666659
20380,2013,1,"Mi",2,20702.9544520548,1593.33721461187,-1916.29166666667
19535,2013,1,"Mi",2,20702.9544520548,1593.33721461187,-2761.29166666667
19106,2013,1,"Mi",2,20702.9544520548,1593.33721461187,-3190.29166666667
18810,2013,1,"Mi",2,20702.9544520548,1593.33721461187,-3486.29166666667
18611,2013,1,"Mi",2,20702.9544520548,1593.33721461187,-3685.29166666667
19068,2013,1,"Mi",2,20702.9544520548,1593.33721461187,-3228.29166666667
19681,2013,1,"Mi",2,20702.9544520548,1593.33721461187,-2615.29166666667
20763,2013,1,"Mi",2,20702.9544520548,1593.33721461187,-1533.29166666667
21466,2013,1,"Mi",2,20702.9544520548,1593.33721461187,-830.291666666671
22650,2013,1,"Mi",2,20702.9544520548,1593.33721461187,353.708333333329
23428,2013,1,"Mi",2,20702.9544520548,1593.33721461187,1131.70833333333
23731,2013,1,"Mi",2,20702.9544520548,1593.33721461187,1434.70833333333
23388,2013,1,"Mi",2,20702.9544520548,1593.33721461187,1091.70833333333
23092,2013,1,"Mi",2,20702.9544520548,1593.33721461187,795.708333333329
23093,2013,1,"Mi",2,20702.9544520548,1593.33721461187,796.708333333329
23221,2013,1,"Mi",2,20702.9544520548,1593.33721461187,924.708333333329
23930,2013,1,"Mi",2,20702.9544520548,1593.33721461187,1633.70833333333
25512,2013,1,"Mi",2,20702.9544520548,1593.33721461187,3215.70833333333
25668,2013,1,"Mi",2,20702.9544520548,1593.33721461187,3371.70833333333
25228,2013,1,"Mi",2,20702.9544520548,1593.33721461187,2931.70833333333
24779,2013,1,"Mi",2,20702.9544520548,1593.33721461187,2482.70833333333
24243,2013,1,"Mi",2,20702.9544520548,1593.33721461187,1946.70833333333
23435,2013,1,"Mi",2,20702.9544520548,1593.33721461187,1138.70833333333
22293,2013,1,"Mi",2,20702.9544520548,1593.33721461187,-3.29166666667061
21134,2013,1,"Do",3,20702.9544520548,2274.08721461187,-1843.04166666667
20167,2013,1,"Do",3,20702.9544520548,2274.08721461187,-2810.04166666667
19482,2013,1,"Do",3,20702.9544520548,2274.08721461187,-3495.04166666667
19175,2013,1,"Do",3,20702.9544520548,2274.08721461187,-3802.04166666667
19440,2013,1,"Do",3,20702.9544520548,2274.08721461187,-3537.04166666667
19459,2013,1,"Do",3,20702.9544520548,2274.08721461187,-3518.04166666667
20288,2013,1,"Do",3,20702.9544520548,2274.08721461187,-2689.04166666667
21219,2013,1,"Do",3,20702.9544520548,2274.08721461187,-1758.04166666667
22080,2013,1,"Do",3,20702.9544520548,2274.08721461187,-897.041666666671
23466,2013,1,"Do",3,20702.9544520548,2274.08721461187,488.958333333329
23961,2013,1,"Do",3,20702.9544520548,2274.08721461187,983.958333333329
24305,2013,1,"Do",3,20702.9544520548,2274.08721461187,1327.95833333333
24209,2013,1,"Do",3,20702.9544520548,2274.08721461187,1231.95833333333
24401,2013,1,"Do",3,20702.9544520548,2274.08721461187,1423.95833333333
24335,2013,1,"Do",3,20702.9544520548,2274.08721461187,1357.95833333333
24522,2013,1,"Do",3,20702.9544520548,2274.08721461187,1544.95833333333
25165,2013,1,"Do",3,20702.9544520548,2274.08721461187,2187.95833333333
26211,2013,1,"Do",3,20702.9544520548,2274.08721461187,3233.95833333333
26421,2013,1,"Do",3,20702.9544520548,2274.08721461187,3443.95833333333
25923,2013,1,"Do",3,20702.9544520548,2274.08721461187,2945.95833333333
25253,2013,1,"Do",3,20702.9544520548,2274.08721461187,2275.95833333333
24547,2013,1,"Do",3,20702.9544520548,2274.08721461187,1569.95833333333
23845,2013,1,"Do",3,20702.9544520548,2274.08721461187,867.958333333329
22441,2013,1,"Do",3,20702.9544520548,2274.08721461187,-536.041666666671
21511,2013,1,"Fr",4,20702.9544520548,2413.67054794521,-1605.62500000001
20239,2013,1,"Fr",4,20702.9544520548,2413.67054794521,-2877.62500000001
19612,2013,1,"Fr",4,20702.9544520548,2413.67054794521,-3504.62500000001
19569,2013,1,"Fr",4,20702.9544520548,2413.67054794521,-3547.62500000001
19459,2013,1,"Fr",4,20702.9544520548,2413.67054794521,-3657.62500000001
19519,2013,1,"Fr",4,20702.9544520548,2413.67054794521,-3597.62500000001
20502,2013,1,"Fr",4,20702.9544520548,2413.67054794521,-2614.62500000001
21496,2013,1,"Fr",4,20702.9544520548,2413.67054794521,-1620.62500000001
22186,2013,1,"Fr",4,20702.9544520548,2413.67054794521,-930.62500000001
23949,2013,1,"Fr",4,20702.9544520548,2413.67054794521,832.37499999999
24126,2013,1,"Fr",4,20702.9544520548,2413.67054794521,1009.37499999999
24509,2013,1,"Fr",4,20702.9544520548,2413.67054794521,1392.37499999999
24352,2013,1,"Fr",4,20702.9544520548,2413.67054794521,1235.37499999999
24411,2013,1,"Fr",4,20702.9544520548,2413.67054794521,1294.37499999999
24448,2013,1,"Fr",4,20702.9544520548,2413.67054794521,1331.37499999999
24423,2013,1,"Fr",4,20702.9544520548,2413.67054794521,1306.37499999999
25242,2013,1,"Fr",4,20702.9544520548,2413.67054794521,2125.37499999999
26260,2013,1,"Fr",4,20702.9544520548,2413.67054794521,3143.37499999999
26453,2013,1,"Fr",4,20702.9544520548,2413.67054794521,3336.37499999999
25888,2013,1,"Fr",4,20702.9544520548,2413.67054794521,2771.37499999999
25405,2013,1,"Fr",4,20702.9544520548,2413.67054794521,2288.37499999999
24772,2013,1,"Fr",4,20702.9544520548,2413.67054794521,1655.37499999999
24013,2013,1,"Fr",4,20702.9544520548,2413.67054794521,896.37499999999
22455,2013,1,"Fr",4,20702.9544520548,2413.67054794521,-661.62500000001
21651,2013,1,"Sa",5,20702.9544520548,1948.87888127854,-1000.83333333334
20246,2013,1,"Sa",5,20702.9544520548,1948.87888127854,-2405.83333333334
19574,2013,1,"Sa",5,20702.9544520548,1948.87888127854,-3077.83333333334
19174,2013,1,"Sa",5,20702.9544520548,1948.87888127854,-3477.83333333334
19283,2013,1,"Sa",5,20702.9544520548,1948.87888127854,-3368.83333333334
19534,2013,1,"Sa",5,20702.9544520548,1948.87888127854,-3117.83333333334
19651,2013,1,"Sa",5,20702.9544520548,1948.87888127854,-3000.83333333334
20380,2013,1,"Sa",5,20702.9544520548,1948.87888127854,-2271.83333333334
20758,2013,1,"Sa",5,20702.9544520548,1948.87888127854,-1893.83333333334
22063,2013,1,"Sa",5,20702.9544520548,1948.87888127854,-588.833333333341
22988,2013,1,"Sa",5,20702.9544520548,1948.87888127854,336.166666666659
23513,2013,1,"Sa",5,20702.9544520548,1948.87888127854,861.166666666659
23590,2013,1,"Sa",5,20702.9544520548,1948.87888127854,938.166666666659
23753,2013,1,"Sa",5,20702.9544520548,1948.87888127854,1101.16666666666
23845,2013,1,"Sa",5,20702.9544520548,1948.87888127854,1193.16666666666
23873,2013,1,"Sa",5,20702.9544520548,1948.87888127854,1221.16666666666
24733,2013,1,"Sa",5,20702.9544520548,1948.87888127854,2081.16666666666
26142,2013,1,"Sa",5,20702.9544520548,1948.87888127854,3490.16666666666
26279,2013,1,"Sa",5,20702.9544520548,1948.87888127854,3627.16666666666
25892,2013,1,"Sa",5,20702.9544520548,1948.87888127854,3240.16666666666
25275,2013,1,"Sa",5,20702.9544520548,1948.87888127854,2623.16666666666
24933,2013,1,"Sa",5,20702.9544520548,1948.87888127854,2281.16666666666
23956,2013,1,"Sa",5,20702.9544520548,1948.87888127854,1304.16666666666
22558,2013,1,"Sa",5,20702.9544520548,1948.87888127854,-93.8333333333405
21573,2013,1,"So",6,20702.9544520548,1253.25388127854,-383.208333333341
20375,2013,1,"So",6,20702.9544520548,1253.25388127854,-1581.20833333334
19675,2013,1,"So",6,20702.9544520548,1253.25388127854,-2281.20833333334
19355,2013,1,"So",6,20702.9544520548,1253.25388127854,-2601.20833333334
19238,2013,1,"So",6,20702.9544520548,1253.25388127854,-2718.20833333334
19387,2013,1,"So",6,20702.9544520548,1253.25388127854,-2569.20833333334
19626,2013,1,"So",6,20702.9544520548,1253.25388127854,-2330.20833333334
19912,2013,1,"So",6,20702.9544520548,1253.25388127854,-2044.20833333334
20206,2013,1,"So",6,20702.9544520548,1253.25388127854,-1750.20833333334
21430,2013,1,"So",6,20702.9544520548,1253.25388127854,-526.208333333341
22350,2013,1,"So",6,20702.9544520548,1253.25388127854,393.791666666659
22731,2013,1,"So",6,20702.9544520548,1253.25388127854,774.791666666659
22876,2013,1,"So",6,20702.9544520548,1253.25388127854,919.791666666659
22966,2013,1,"So",6,20702.9544520548,1253.25388127854,1009.79166666666
22968,2013,1,"So",6,20702.9544520548,1253.25388127854,1011.79166666666
23291,2013,1,"So",6,20702.9544520548,1253.25388127854,1334.79166666666
24045,2013,1,"So",6,20702.9544520548,1253.25388127854,2088.79166666666
24945,2013,1,"So",6,20702.9544520548,1253.25388127854,2988.79166666666
24995,2013,1,"So",6,20702.9544520548,1253.25388127854,3038.79166666666
24190,2013,1,"So",6,20702.9544520548,1253.25388127854,2233.79166666666
23394,2013,1,"So",6,20702.9544520548,1253.25388127854,1437.79166666666
23036,2013,1,"So",6,20702.9544520548,1253.25388127854,1079.79166666666
22556,2013,1,"So",6,20702.9544520548,1253.25388127854,599.791666666659
21829,2013,1,"So",6,20702.9544520548,1253.25388127854,-127.208333333341
21119,2013,1,"Mo",7,20702.9544520548,531.25388127854,-115.208333333341
20118,2013,1,"Mo",7,20702.9544520548,531.25388127854,-1116.20833333334
19292,2013,1,"Mo",7,20702.9544520548,531.25388127854,-1942.20833333334
19055,2013,1,"Mo",7,20702.9544520548,531.25388127854,-2179.20833333334
18974,2013,1,"Mo",7,20702.9544520548,531.25388127854,-2260.20833333334
19220,2013,1,"Mo",7,20702.9544520548,531.25388127854,-2014.20833333334
19454,2013,1,"Mo",7,20702.9544520548,531.25388127854,-1780.20833333334
19464,2013,1,"Mo",7,20702.9544520548,531.25388127854,-1770.20833333334
19375,2013,1,"Mo",7,20702.9544520548,531.25388127854,-1859.20833333334
20467,2013,1,"Mo",7,20702.9544520548,531.25388127854,-767.208333333341
21094,2013,1,"Mo",7,20702.9544520548,531.25388127854,-140.208333333341
21638,2013,1,"Mo",7,20702.9544520548,531.25388127854,403.791666666659
21484,2013,1,"Mo",7,20702.9544520548,531.25388127854,249.791666666659
21338,2013,1,"Mo",7,20702.9544520548,531.25388127854,103.791666666659
21286,2013,1,"Mo",7,20702.9544520548,531.25388127854,51.7916666666594
21408,2013,1,"Mo",7,20702.9544520548,531.25388127854,173.791666666659
22040,2013,1,"Mo",7,20702.9544520548,531.25388127854,805.791666666659
23682,2013,1,"Mo",7,20702.9544520548,531.25388127854,2447.79166666666
24010,2013,1,"Mo",7,20702.9544520548,531.25388127854,2775.79166666666
23656,2013,1,"Mo",7,20702.9544520548,531.25388127854,2421.79166666666
23594,2013,1,"Mo",7,20702.9544520548,531.25388127854,2359.79166666666
23258,2013,1,"Mo",7,20702.9544520548,531.25388127854,2023.79166666666
22896,2013,1,"Mo",7,20702.9544520548,531.25388127854,1661.79166666666
21699,2013,1,"Mo",7,20702.9544520548,531.25388127854,464.791666666659
20839,2013,1,"Di",8,20702.9544520548,2577.54554794521,-2441.50000000001
19756,2013,1,"Di",8,20702.9544520548,2577.54554794521,-3524.50000000001
19418,2013,1,"Di",8,20702.9544520548,2577.54554794521,-3862.50000000001
19037,2013,1,"Di",8,20702.9544520548,2577.54554794521,-4243.50000000001
19112,2013,1,"Di",8,20702.9544520548,2577.54554794521,-4168.50000000001
19250,2013,1,"Di",8,20702.9544520548,2577.54554794521,-4030.50000000001
20187,2013,1,"Di",8,20702.9544520548,2577.54554794521,-3093.50000000001
21403,2013,1,"Di",8,20702.9544520548,2577.54554794521,-1877.50000000001
22491,2013,1,"Di",8,20702.9544520548,2577.54554794521,-789.50000000001
24012,2013,1,"Di",8,20702.9544520548,2577.54554794521,731.49999999999
24693,2013,1,"Di",8,20702.9544520548,2577.54554794521,1412.49999999999
24949,2013,1,"Di",8,20702.9544520548,2577.54554794521,1668.49999999999
24844,2013,1,"Di",8,20702.9544520548,2577.54554794521,1563.49999999999
24750,2013,1,"Di",8,20702.9544520548,2577.54554794521,1469.49999999999
24856,2013,1,"Di",8,20702.9544520548,2577.54554794521,1575.49999999999
24890,2013,1,"Di",8,20702.9544520548,2577.54554794521,1609.49999999999
25488,2013,1,"Di",8,20702.9544520548,2577.54554794521,2207.49999999999
26505,2013,1,"Di",8,20702.9544520548,2577.54554794521,3224.49999999999
26761,2013,1,"Di",8,20702.9544520548,2577.54554794521,3480.49999999999
26511,2013,1,"Di",8,20702.9544520548,2577.54554794521,3230.49999999999
25758,2013,1,"Di",8,20702.9544520548,2577.54554794521,2477.49999999999
25373,2013,1,"Di",8,20702.9544520548,2577.54554794521,2092.49999999999
24589,2013,1,"Di",8,20702.9544520548,2577.54554794521,1308.49999999999
23260,2013,1,"Di",8,20702.9544520548,2577.54554794521,-20.5000000000105
22225,2013,1,"Mi",9,20702.9544520548,3448.04554794521,-1926.00000000001
21163,2013,1,"Mi",9,20702.9544520548,3448.04554794521,-2988.00000000001
20589,2013,1,"Mi",9,20702.9544520548,3448.04554794521,-3562.00000000001
20265,2013,1,"Mi",9,20702.9544520548,3448.04554794521,-3886.00000000001
20381,2013,1,"Mi",9,20702.9544520548,3448.04554794521,-3770.00000000001
20558,2013,1,"Mi",9,20702.9544520548,3448.04554794521,-3593.00000000001
21489,2013,1,"Mi",9,20702.9544520548,3448.04554794521,-2662.00000000001
22624,2013,1,"Mi",9,20702.9544520548,3448.04554794521,-1527.00000000001
23572,2013,1,"Mi",9,20702.9544520548,3448.04554794521,-579.00000000001
24968,2013,1,"Mi",9,20702.9544520548,3448.04554794521,816.99999999999
25456,2013,1,"Mi",9,20702.9544520548,3448.04554794521,1304.99999999999
25544,2013,1,"Mi",9,20702.9544520548,3448.04554794521,1392.99999999999
25510,2013,1,"Mi",9,20702.9544520548,3448.04554794521,1358.99999999999
25333,2013,1,"Mi",9,20702.9544520548,3448.04554794521,1181.99999999999
25395,2013,1,"Mi",9,20702.9544520548,3448.04554794521,1243.99999999999
25465,2013,1,"Mi",9,20702.9544520548,3448.04554794521,1313.99999999999
25996,2013,1,"Mi",9,20702.9544520548,3448.04554794521,1844.99999999999
27258,2013,1,"Mi",9,20702.9544520548,3448.04554794521,3106.99999999999
27316,2013,1,"Mi",9,20702.9544520548,3448.04554794521,3164.99999999999
26957,2013,1,"Mi",9,20702.9544520548,3448.04554794521,2805.99999999999
26428,2013,1,"Mi",9,20702.9544520548,3448.04554794521,2276.99999999999
26062,2013,1,"Mi",9,20702.9544520548,3448.04554794521,1910.99999999999
25346,2013,1,"Mi",9,20702.9544520548,3448.04554794521,1194.99999999999
23724,2013,1,"Mi",9,20702.9544520548,3448.04554794521,-427.00000000001
22773,2013,1,"Do",10,20702.9544520548,4119.58721461187,-2049.54166666667
21693,2013,1,"Do",10,20702.9544520548,4119.58721461187,-3129.54166666667
21179,2013,1,"Do",10,20702.9544520548,4119.58721461187,-3643.54166666667
20938,2013,1,"Do",10,20702.9544520548,4119.58721461187,-3884.54166666667
20931,2013,1,"Do",10,20702.9544520548,4119.58721461187,-3891.54166666667
21125,2013,1,"Do",10,20702.9544520548,4119.58721461187,-3697.54166666667
21994,2013,1,"Do",10,20702.9544520548,4119.58721461187,-2828.54166666667
23121,2013,1,"Do",10,20702.9544520548,4119.58721461187,-1701.54166666667
24246,2013,1,"Do",10,20702.9544520548,4119.58721461187,-576.541666666671
25909,2013,1,"Do",10,20702.9544520548,4119.58721461187,1086.45833333333
26379,2013,1,"Do",10,20702.9544520548,4119.58721461187,1556.45833333333
26384,2013,1,"Do",10,20702.9544520548,4119.58721461187,1561.45833333333
26260,2013,1,"Do",10,20702.9544520548,4119.58721461187,1437.45833333333
26220,2013,1,"Do",10,20702.9544520548,4119.58721461187,1397.45833333333
26252,2013,1,"Do",10,20702.9544520548,4119.58721461187,1429.45833333333
26242,2013,1,"Do",10,20702.9544520548,4119.58721461187,1419.45833333333
26738,2013,1,"Do",10,20702.9544520548,4119.58721461187,1915.45833333333
27951,2013,1,"Do",10,20702.9544520548,4119.58721461187,3128.45833333333
28172,2013,1,"Do",10,20702.9544520548,4119.58721461187,3349.45833333333
27823,2013,1,"Do",10,20702.9544520548,4119.58721461187,3000.45833333333
26993,2013,1,"Do",10,20702.9544520548,4119.58721461187,2170.45833333333
26537,2013,1,"Do",10,20702.9544520548,4119.58721461187,1714.45833333333
25773,2013,1,"Do",10,20702.9544520548,4119.58721461187,950.458333333329
24108,2013,1,"Do",10,20702.9544520548,4119.58721461187,-714.541666666671
23201,2013,1,"Fr",11,20702.9544520548,3854.54554794521,-1356.50000000001
22042,2013,1,"Fr",11,20702.9544520548,3854.54554794521,-2515.50000000001
21320,2013,1,"Fr",11,20702.9544520548,3854.54554794521,-3237.50000000001
20929,2013,1,"Fr",11,20702.9544520548,3854.54554794521,-3628.50000000001
20897,2013,1,"Fr",11,20702.9544520548,3854.54554794521,-3660.50000000001
21198,2013,1,"Fr",11,20702.9544520548,3854.54554794521,-3359.50000000001
21833,2013,1,"Fr",11,20702.9544520548,3854.54554794521,-2724.50000000001
23036,2013,1,"Fr",11,20702.9544520548,3854.54554794521,-1521.50000000001
24068,2013,1,"Fr",11,20702.9544520548,3854.54554794521,-489.50000000001
25456,2013,1,"Fr",11,20702.9544520548,3854.54554794521,898.49999999999
25981,2013,1,"Fr",11,20702.9544520548,3854.54554794521,1423.49999999999
26349,2013,1,"Fr",11,20702.9544520548,3854.54554794521,1791.49999999999
26130,2013,1,"Fr",11,20702.9544520548,3854.54554794521,1572.49999999999
25912,2013,1,"Fr",11,20702.9544520548,3854.54554794521,1354.49999999999
25696,2013,1,"Fr",11,20702.9544520548,3854.54554794521,1138.49999999999
25787,2013,1,"Fr",11,20702.9544520548,3854.54554794521,1229.49999999999
26253,2013,1,"Fr",11,20702.9544520548,3854.54554794521,1695.49999999999
27268,2013,1,"Fr",11,20702.9544520548,3854.54554794521,2710.49999999999
27516,2013,1,"Fr",11,20702.9544520548,3854.54554794521,2958.49999999999
27345,2013,1,"Fr",11,20702.9544520548,3854.54554794521,2787.49999999999
26412,2013,1,"Fr",11,20702.9544520548,3854.54554794521,1854.49999999999
25683,2013,1,"Fr",11,20702.9544520548,3854.54554794521,1125.49999999999
25353,2013,1,"Fr",11,20702.9544520548,3854.54554794521,795.49999999999
23715,2013,1,"Fr",11,20702.9544520548,3854.54554794521,-842.50000000001
22728,2013,1,"Sa",12,20702.9544520548,3048.79554794521,-1023.75000000001
21697,2013,1,"Sa",12,20702.9544520548,3048.79554794521,-2054.75000000001
21182,2013,1,"Sa",12,20702.9544520548,3048.79554794521,-2569.75000000001
20789,2013,1,"Sa",12,20702.9544520548,3048.79554794521,-2962.75000000001
20887,2013,1,"Sa",12,20702.9544520548,3048.79554794521,-2864.75000000001
20787,2013,1,"Sa",12,20702.9544520548,3048.79554794521,-2964.75000000001
21367,2013,1,"Sa",12,20702.9544520548,3048.79554794521,-2384.75000000001
21823,2013,1,"Sa",12,20702.9544520548,3048.79554794521,-1928.75000000001
22224,2013,1,"Sa",12,20702.9544520548,3048.79554794521,-1527.75000000001
23529,2013,1,"Sa",12,20702.9544520548,3048.79554794521,-222.75000000001
24511,2013,1,"Sa",12,20702.9544520548,3048.79554794521,759.24999999999
24964,2013,1,"Sa",12,20702.9544520548,3048.79554794521,1212.24999999999
24897,2013,1,"Sa",12,20702.9544520548,3048.79554794521,1145.24999999999
24843,2013,1,"Sa",12,20702.9544520548,3048.79554794521,1091.24999999999
24766,2013,1,"Sa",12,20702.9544520548,3048.79554794521,1014.24999999999
24737,2013,1,"Sa",12,20702.9544520548,3048.79554794521,985.24999999999
25165,2013,1,"Sa",12,20702.9544520548,3048.79554794521,1413.24999999999
26467,2013,1,"Sa",12,20702.9544520548,3048.79554794521,2715.24999999999
26898,2013,1,"Sa",12,20702.9544520548,3048.79554794521,3146.24999999999
26598,2013,1,"Sa",12,20702.9544520548,3048.79554794521,2846.24999999999
25877,2013,1,"Sa",12,20702.9544520548,3048.79554794521,2125.24999999999
25435,2013,1,"Sa",12,20702.9544520548,3048.79554794521,1683.24999999999
24641,2013,1,"Sa",12,20702.9544520548,3048.79554794521,889.24999999999
23230,2013,1,"Sa",12,20702.9544520548,3048.79554794521,-521.75000000001
22380,2013,1,"So",13,20702.9544520548,2479.25388127854,-802.208333333341
21441,2013,1,"So",13,20702.9544520548,2479.25388127854,-1741.20833333334
20731,2013,1,"So",13,20702.9544520548,2479.25388127854,-2451.20833333334
20413,2013,1,"So",13,20702.9544520548,2479.25388127854,-2769.20833333334
20286,2013,1,"So",13,20702.9544520548,2479.25388127854,-2896.20833333334
20468,2013,1,"So",13,20702.9544520548,2479.25388127854,-2714.20833333334
20759,2013,1,"So",13,20702.9544520548,2479.25388127854,-2423.20833333334
20956,2013,1,"So",13,20702.9544520548,2479.25388127854,-2226.20833333334
21423,2013,1,"So",13,20702.9544520548,2479.25388127854,-1759.20833333334
22663,2013,1,"So",13,20702.9544520548,2479.25388127854,-519.208333333341
23461,2013,1,"So",13,20702.9544520548,2479.25388127854,278.791666666659
24281,2013,1,"So",13,20702.9544520548,2479.25388127854,1098.79166666666
24112,2013,1,"So",13,20702.9544520548,2479.25388127854,929.791666666659
23858,2013,1,"So",13,20702.9544520548,2479.25388127854,675.791666666659
23890,2013,1,"So",13,20702.9544520548,2479.25388127854,707.791666666659
23816,2013,1,"So",13,20702.9544520548,2479.25388127854,633.791666666659
24500,2013,1,"So",13,20702.9544520548,2479.25388127854,1317.79166666666
26027,2013,1,"So",13,20702.9544520548,2479.25388127854,2844.79166666666
26400,2013,1,"So",13,20702.9544520548,2479.25388127854,3217.79166666666
25939,2013,1,"So",13,20702.9544520548,2479.25388127854,2756.79166666666
25350,2013,1,"So",13,20702.9544520548,2479.25388127854,2167.79166666666
25337,2013,1,"So",13,20702.9544520548,2479.25388127854,2154.79166666666
24584,2013,1,"So",13,20702.9544520548,2479.25388127854,1401.79166666666
23298,2013,1,"So",13,20702.9544520548,2479.25388127854,115.791666666659
22491,2013,1,"Mo",14,20702.9544520548,3989.00388127854,-2200.95833333334
21572,2013,1,"Mo",14,20702.9544520548,3989.00388127854,-3119.95833333334
20979,2013,1,"Mo",14,20702.9544520548,3989.00388127854,-3712.95833333334
20599,2013,1,"Mo",14,20702.9544520548,3989.00388127854,-4092.95833333334
20866,2013,1,"Mo",14,20702.9544520548,3989.00388127854,-3825.95833333334
21117,2013,1,"Mo",14,20702.9544520548,3989.00388127854,-3574.95833333334
21999,2013,1,"Mo",14,20702.9544520548,3989.00388127854,-2692.95833333334
23714,2013,1,"Mo",14,20702.9544520548,3989.00388127854,-977.958333333341
24800,2013,1,"Mo",14,20702.9544520548,3989.00388127854,108.041666666659
26008,2013,1,"Mo",14,20702.9544520548,3989.00388127854,1316.04166666666
26379,2013,1,"Mo",14,20702.9544520548,3989.00388127854,1687.04166666666
26378,2013,1,"Mo",14,20702.9544520548,3989.00388127854,1686.04166666666
26030,2013,1,"Mo",14,20702.9544520548,3989.00388127854,1338.04166666666
25891,2013,1,"Mo",14,20702.9544520548,3989.00388127854,1199.04166666666
25787,2013,1,"Mo",14,20702.9544520548,3989.00388127854,1095.04166666666
25888,2013,1,"Mo",14,20702.9544520548,3989.00388127854,1196.04166666666
26341,2013,1,"Mo",14,20702.9544520548,3989.00388127854,1649.04166666666
27519,2013,1,"Mo",14,20702.9544520548,3989.00388127854,2827.04166666666
27670,2013,1,"Mo",14,20702.9544520548,3989.00388127854,2978.04166666666
27298,2013,1,"Mo",14,20702.9544520548,3989.00388127854,2606.04166666666
27043,2013,1,"Mo",14,20702.9544520548,3989.00388127854,2351.04166666666
26473,2013,1,"Mo",14,20702.9544520548,3989.00388127854,1781.04166666666
25727,2013,1,"Mo",14,20702.9544520548,3989.00388127854,1035.04166666666
24038,2013,1,"Mo",14,20702.9544520548,3989.00388127854,-653.958333333341
23069,2013,1,"Di",15,20702.9544520548,4381.25388127854,-2015.20833333334
21921,2013,1,"Di",15,20702.9544520548,4381.25388127854,-3163.20833333334
21544,2013,1,"Di",15,20702.9544520548,4381.25388127854,-3540.20833333334
21277,2013,1,"Di",15,20702.9544520548,4381.25388127854,-3807.20833333334
21222,2013,1,"Di",15,20702.9544520548,4381.25388127854,-3862.20833333334
21665,2013,1,"Di",15,20702.9544520548,4381.25388127854,-3419.20833333334
22750,2013,1,"Di",15,20702.9544520548,4381.25388127854,-2334.20833333334
24172,2013,1,"Di",15,20702.9544520548,4381.25388127854,-912.20833333334
25480,2013,1,"Di",15,20702.9544520548,4381.25388127854,395.79166666666
26615,2013,1,"Di",15,20702.9544520548,4381.25388127854,1530.79166666666
26939,2013,1,"Di",15,20702.9544520548,4381.25388127854,1854.79166666666
27002,2013,1,"Di",15,20702.9544520548,4381.25388127854,1917.79166666666
26645,2013,1,"Di",15,20702.9544520548,4381.25388127854,1560.79166666666
26385,2013,1,"Di",15,20702.9544520548,4381.25388127854,1300.79166666666
26371,2013,1,"Di",15,20702.9544520548,4381.25388127854,1286.79166666666
26400,2013,1,"Di",15,20702.9544520548,4381.25388127854,1315.79166666666
26621,2013,1,"Di",15,20702.9544520548,4381.25388127854,1536.79166666666
27991,2013,1,"Di",15,20702.9544520548,4381.25388127854,2906.79166666666
27902,2013,1,"Di",15,20702.9544520548,4381.25388127854,2817.79166666666
27546,2013,1,"Di",15,20702.9544520548,4381.25388127854,2461.79166666666
26970,2013,1,"Di",15,20702.9544520548,4381.25388127854,1885.79166666666
26397,2013,1,"Di",15,20702.9544520548,4381.25388127854,1312.79166666666
25373,2013,1,"Di",15,20702.9544520548,4381.25388127854,288.79166666666
23764,2013,1,"Di",15,20702.9544520548,4381.25388127854,-1320.20833333334
22482,2013,1,"Mi",16,20702.9544520548,3463.46221461187,-1684.41666666667
21262,2013,1,"Mi",16,20702.9544520548,3463.46221461187,-2904.41666666667
