"AICC","sum_nine","sum_all"
31293.8858787363,0.63489614714194,1.30971213350342
31266.9312425125,0.654324924665299,1.08987175947985
31268.9293925628,0.653972579150919,1.09000330689225
31270.8844992107,0.653747133732823,1.09229815192106
31268.1819017881,0.642370765305317,1.07825787148274
31267.7624938111,0.558234011966882,1.937999805483
31268.2869577356,0.558100648172191,1.97790955028316
31220.368997579,0.614278276059275,1.06941970908867
31219.1435600338,0.618274368719092,1.06881120482514
31268.3621762667,0.655617800947919,1.08131058615193
31268.9401713419,0.653880593882199,1.09095036302491
31270.9461633908,0.654011523654483,1.0889366032985
31267.7286394125,0.654147878883695,1.09462762172432
31268.6557533014,0.654336207773541,1.08375814377266
31263.756023628,0.550962299573107,2.01773195071759
31265.0951326278,0.548563082643713,2.00087978400245
31220.228483961,0.616717505608797,1.069204061785
31220.5416788499,0.618434186703557,1.06795618028521
31268.9817471839,0.653598871716426,1.09491043379547
31270.2668585007,0.657766667374913,1.07813035873335
31254.4821671912,0.628072811090636,1.1781614852948
31265.3231144705,0.657956822082324,1.08449911463515
31245.7095115088,0.61231476351501,1.07490310205296
31263.6367598866,0.54531547519615,1.93343610901412
31218.7303694848,0.606380416647336,1.07122742583689
31219.3273669999,0.616200508642072,1.06762926154126
31221.0487179941,0.617555492712233,1.0673023967975
31271.5654046582,0.623662216313481,1.23828974272474
31268.6825715506,0.653016405270038,1.10646814275527
31244.2053289866,0.610074869943799,1.0763459373806
31256.9956761697,0.628061837300106,1.18851039769736
31254.2919652729,0.649202656032979,1.10943019518877
31247.6111155239,0.615935193079651,1.07281993036028
31219.694594753,0.611858893219187,1.06918469047921
31220.4523615357,0.617818503132725,1.06730745668378
31223.352538099,0.616642571390019,1.06750311267056
31270.8909351923,0.611314446269973,1.28247895108047
31258.4814757491,0.589567098239492,1.44078112931698
31251.7635078584,0.61710306630733,1.25693108983208
31243.059942718,0.611107272290765,1.07434276346742
31243.8351035047,0.627561348170666,1.06932609287652
31247.2712453362,0.641447895776818,1.12822129125959
31221.6717192143,0.612690042687353,1.06914688439733
31222.4054651509,0.617305752798935,1.06781656750645
31226.7969980074,0.607215887055014,1.07087480787782
31263.108119852,0.622930869770586,1.22985231771312
31245.2424288737,0.607126049657041,1.30247511703172
31243.0133074726,0.598346921272668,1.3840989572786
31244.1221158991,0.606748497328346,1.32661470463963
31247.0496699116,0.615082043229906,1.07365348711068
31245.4303237091,0.63548038796132,1.15989521986166
31221.8681101129,0.615538204654663,1.06873121180193
31223.8856659878,0.613535020902256,1.0699216590428
31221.5650046052,0.603149507500472,1.07059771343718
31253.2818732379,0.591549547512236,1.39631345529446
31244.9454087337,0.596964982437652,1.37677323325997
31244.2557562996,0.602447290710343,1.35325774537719
31227.9014089154,0.620041146292045,1.06782121776088
31229.562624738,0.619857295352552,1.06767254068875
31226.1738446318,0.622903542759268,1.06707635603726
31223.8522393899,0.61497671540085,1.06883193121195
31225.5473114164,0.615460832501422,1.06866623421821
31225.271342158,0.613811302456831,1.06984500481236
31219.5762234726,0.627409040796982,1.07291916730657
31221.3914968539,0.625204897830708,1.07157221977149
31222.3776161056,0.624316884366418,1.06724532816825
31223.767006455,0.619080725304507,1.06918994907059
31225.6509992055,0.61883140081453,1.06806143289899
31223.4967941925,0.617433841084889,1.0697961830434
31225.3257197255,0.615201959589707,1.06958325653255
31227.6059442871,0.614343992974749,1.06856576774136
31228.5165326679,0.612065133601227,1.06834518402497
31221.2905652212,0.623156362841171,1.07004453245039
31223.6007239232,0.626855409384801,1.07273338831285
31224.2308014844,0.62185976279875,1.06733987762262
31226.1726662805,0.622395492391588,1.06685702522895
31226.2781698946,0.618526418296378,1.06858396313173
31225.4616659097,0.616874032887354,1.0702584497483
31227.4629475254,0.615422185650266,1.06982027958753
31229.363151355,0.615965461377313,1.06987962544107
31229.4320302519,0.610932348031608,1.06866758669778
31231.4299202919,0.653113176846778,1.12765474138207
31225.292925637,0.622962236024853,1.06958759455732
31222.8499802874,0.620101449056884,1.06982768135978
31224.1002131274,0.619671317087001,1.06828504493151
31226.0924309796,0.621587837843737,1.06881681276112
31227.7973266737,0.61910775719,1.06863533181949
31230.0108554859,0.616208923372611,1.07198289208321
