"AICC","sum_nine","sum_all"
31231.3985375093,0.615763106619646,1.06991797092587
31228.7895186994,0.616524963187483,1.07072921113204
31224.6671541271,0.623229589495954,1.06783148135406
31226.6491598519,0.624631359965876,1.06746751775708
31220.2778369148,0.613856782999488,1.06786933086711
31231.0956332236,0.626104108896112,1.0730278124349
31223.1436799741,0.620901004607595,1.07134482518312
31228.2923044192,0.623914222214556,1.06569703550891
31231.7549301139,0.627779060432175,1.06623736549718
31233.4249995289,0.616019640418424,1.07075803042157
31235.4586527501,0.615610994132026,1.06958249364696
31225.4022646755,0.62538204403938,1.08198852986596
31226.3203277578,0.635501161590004,1.09560576480584
31226.0435970303,0.62156710406639,1.06993918493807
31232.6049154991,0.623818690815276,1.06853915776917
31224.5397143962,0.617757132258025,1.07001128997134
31229.9119030474,0.621427146048599,1.0697520375852
31227.3898501488,0.651151557122107,1.07747298223137
31223.1559253933,0.63137525062474,1.06739694991728
31232.4270123546,0.613873519451158,1.07016404311174
31227.3337753925,0.624255014017343,1.08199372747944
31226.3870183794,0.628301192175395,1.08721891963976
31228.0117535792,0.621154264635958,1.0708919035123
31228.0586808865,0.620099018311244,1.06789738225683
31227.7184014967,0.620454580966616,1.06840942820455
31233.4689902444,0.623582127884155,1.07619372921641
31234.519814689,0.615002958428682,1.06945600205384
31225.2306610697,0.648421609471149,1.06074810424671
31229.007223931,0.611823509808954,1.07594714806733
31229.2100442337,0.625164477052306,1.08339037238553
31221.424315804,0.620212972684323,1.08468257977354
31228.9286380008,0.62699811257854,1.08156506511559
31230.4297197184,0.622073355949458,1.06920218452965
31231.922923149,0.622148900478614,1.06801450900254
31234.1092500172,0.617534811580617,1.06817099553343
31237.8719016974,0.618174759465181,1.0730111048972
31238.3918080108,0.618163200133264,1.06911475332997
31231.5042609012,0.62337369525898,1.07865743722886
31231.1620174618,0.624966499060818,1.08472129639667
31228.546556649,0.627146870473466,1.08139154756552
31230.4851173153,0.627781536809707,1.08123336750008
31232.9365837655,0.622390189920415,1.06773943919231
31231.2825018883,0.619881658325667,1.06933457977921
31236.9776580075,0.633255224746204,1.08795445517595
31234.2476477043,0.620444990943449,1.07134449167515
31233.1222923017,0.639115089970063,1.07280483638422
31231.8632209701,0.615987977319892,1.07699978148799
31231.0429677551,0.623499015137035,1.07768267547734
31230.5023038453,0.628017875811211,1.0820970803593
31232.5541253184,0.628047634553736,1.08211087586129
31222.2129481266,0.610458310011999,1.01853518065171
31230.8045568658,0.614166472798681,1.07267941719522
31239.8250788371,0.626152912701428,1.08018473610612
31231.6978149925,0.621965733668351,1.06391079373361
31229.9612898542,0.623982821752201,1.05444170658894
31226.0845383402,0.622080034459389,1.06940464253624
31233.0856554044,0.623575986932987,1.0776484074192
31225.1872362415,0.619782191581631,1.08093460938582
31227.3726905481,0.6178220046192,1.07766415049615
31230.8959327527,0.613166230312892,1.07240474211693
31227.2687459074,0.644120016817752,1.07914574895739
31230.4754712994,0.63092241769397,1.07946468845874
31223.7979195525,0.632419958520035,1.09084859521337
31243.719790865,0.618425357519874,1.07020615809275
31225.6530393441,0.622113411924856,1.07076510396477
31235.0753622127,0.625310135890908,1.07868355734822
31232.891763179,0.624945463678115,1.06947848433617
31235.7314651297,0.625068962552402,1.07579297144945
31236.0746665648,0.618330960878422,1.06495519423141
31228.9220027874,0.643189408239023,1.07875744503008
31223.1917628647,0.643584836266727,1.07804559809158
31237.3715998442,0.620199538243702,1.06839769842132
31232.0395694735,0.623121031107053,1.07876349517604
31225.3974962885,0.624910289184801,1.06717197457293
31232.7763487567,0.617206885040896,1.06924618956852
31234.9042883319,0.623799212495726,1.06900822876865
31236.9487315871,0.623768211376728,1.06901224520423
31238.0910946504,0.617559530489873,1.06561163083294
31235.0864719424,0.618394821703651,1.06751587935311
31233.5055933628,0.631625204797879,1.0771452100783
31234.427214339,0.617021832089964,1.06583343900096
31225.2449917786,0.619490989801282,1.08248194132644
31232.60054072,0.619052867256371,1.06435472285959
31234.6213742212,0.616983145193919,1.06676123880197
31226.1278091396,0.61464047498948,1.07276928183413
31227.3115420575,0.611745548265131,1.06759927998912
31237.93538488,0.614139061303735,1.06877017811184
31234.3070600287,0.653334744169209,1.07375503095294
31240.5784873355,0.63649042184492,1.07579504004578
NA,NA,NA
31230.3664044149,0.627584588138696,1.07320530441405
31237.6152943172,0.61005285224338,1.07179514612259
31236.5562564869,0.615833813802201,1.06643318819446
31226.8208891784,0.613176638253749,1.06787581700459
31237.2764225599,0.617502046292475,1.06841256264618
31238.8566973724,0.615830634164342,1.06438103708627
31239.3621691801,0.621970764892672,1.06725416900983
31234.3467696125,0.615771226144771,1.06588452821363
31240.2297499125,0.628912024899006,1.06581489986398
31232.3951953613,0.627174148334007,1.07185849040527
31237.5480353486,0.616547573256596,1.06759971960467
31238.5974824357,0.615512687061008,1.06623544292215
31228.4834286819,0.614989587617139,1.06925924660344
31239.1870282185,0.617534362673107,1.06646266625299
31240.6410152581,0.615183125460117,1.0651378242182
31241.2761014532,0.622614754638765,1.06772904637587
31237.2460110701,0.624838014258067,1.06263711514775
31235.8608493681,0.616444009082568,1.06635888095524
31234.0485675617,0.62730453087425,1.06750964664867
31237.5252059602,0.622215766520619,1.05776397257033
31238.190847524,0.619521498169637,1.06604265443754
31230.0901038411,0.612639871354454,1.06917550371553
31240.6567461933,0.615007594387998,1.06615786466415
31242.3553161144,0.614172545543259,1.06573030649372
31229.979810246,0.637763537864693,1.06550975495941
31225.7298675955,0.644964915843752,1.06477747402272
31236.7280757177,0.627939116468904,1.0687387647409
31236.1749558451,0.627332827432246,1.06624094677055
31232.8085390537,0.633426211017491,1.07766578707192
31239.4503502575,0.623173064498927,1.06503898169734
31231.6496933249,0.612667844273013,1.06833217695968
31242.7863136741,0.614605134507046,1.06563788390074
31244.4174535917,0.613974896861673,1.0656621779653
31234.3925712185,0.640120833891748,1.06770437490345
31221.5652097911,0.624556525838668,1.07301571757081
31233.2168656722,0.620160182257717,1.06588086529524
31232.2659872563,0.637677765188048,1.06636054474717
NA,NA,NA
31241.763382546,0.622218094824132,1.06379770303715
31232.148768967,0.615701704821212,1.06808457700337
31234.1799559337,0.614338023429456,1.06854815860698
31245.0502899251,0.619052959058399,1.0636187422449
31236.331672079,0.639781607126442,1.06849343833146
31221.6633783677,0.625889241641698,1.06688695341817
31225.463531087,0.626496314531034,1.06630667567448
31231.4469846878,0.624672874129402,1.0710602061883
31229.2432236358,0.624032352126635,1.07377625510203
31240.5255771933,0.641512739643291,1.05952567803054
31234.1374966326,0.614961114008469,1.06855863695265
31244.5550596175,0.622226962815237,1.06467049740952
31247.2773714407,0.618788218231393,1.06547043410228
31235.3655659059,0.637437865836673,1.06895899842833
31222.1203536118,0.624061096882176,1.06911173928817
31239.0137077912,0.636740927188549,1.07036069427737
31241.7479698537,0.631843950926784,1.06858300322211
31233.7260087634,0.628427911207627,1.07289059453746
31241.4410050742,0.644385383433406,1.0603173073655
31236.1580795723,0.615664393288279,1.06829101397767
31246.6088929711,0.621981133607224,1.06479907588049
31244.8000763722,0.63356365133696,1.06178836025769
31229.3976337585,0.617799383984566,1.07096384931227
31238.4389226884,0.634317581978361,1.06618064679722
31246.8088586305,0.608863060872643,1.06189377877784
31242.8600184937,0.629582919508022,1.06768946308109
31248.5716115159,0.625175409209424,1.06947348324023
