"X","prediction","real"
280,-201.90086,-478.68899552892
281,-175.1736,127.284833120607
282,-84.779755,168.137436395346
283,-6.1340103,302.721662547703
284,107.19368,429.256274206338
285,156.40877,320.042727318883
286,122.441414,539.628550737616
287,72.228,465.945416185287
288,119.989136,366.710315364554
289,195.50375,380.791155505083
290,236.873,352.666496684937
291,287.63324,428.897586995622
292,300.02005,649.037811341959
293,248.92738,830.908548358882
294,238.19383,668.925656856244
295,224.97427,811.815148914591
296,263.04242,863.235503111717
297,261.31732,682.962078066222
298,270.49722,489.411172352267
299,271.3675,429.740341264013
300,236.44702,400.214771039239
301,229.58171,381.291928129691
302,227.5885,-224.305643661054
303,260.91687,-183.21437472486
304,243.9948,-516.838099944664
305,236.0998,-502.186216480127
306,275.67212,99.5248841394496
307,314.89944,327.135879160305
308,323.61588,374.963492397224
309,341.42206,745.813787544744
310,347.9036,806.612876522015
311,336.9504,711.223779136216
312,326.5042,523.594084136492
313,330.92038,514.479646927941
314,325.3047,527.101292490283
315,297.41116,304.836864443735
316,277.10703,205.629215488513
317,289.07663,11.9309279978987
318,257.97055,103.174424293484
319,244.15706,23.1838266348386
320,261.2688,-62.8434996946081
321,293.75275,364.820186696407
322,282.42212,360.664448641891
323,267.24023,201.058663285282
324,287.33835,-116.933508358303
325,228.90334,366.353594951448
326,196.35732,-39.6509531764246
327,218.1953,-201.297125940304
328,272.06287,225.164278234411
329,266.20834,207.327172352724
330,260.48773,437.945305110686
331,303.8763,698.878043062732
332,274.9925,530.41085300688
333,273.9225,-13.993813040212
334,317.16678,-40.0391595009309
335,341.70404,473.936239220638
336,297.37274,332.980133726397
337,240.14323,-178.947843601129
338,268.87424,169.029009042861
339,219.4383,-316.153818824504
340,278.72812,-49.7508949170141
341,342.23306,-67.4830784111974
342,410.9829,186.396561722899
343,402.29517,277.981538914345
344,444.05005,346.401988667503
345,501.65387,381.381809820537
346,554.2964,312.550263190826
347,691.17975,447.600169013036
348,766.897,18.5823471144367
349,841.8293,135.169957999924
350,785.5224,202.526389962374
351,794.6355,355.033735602849
352,685.9201,-190.848839783695
353,648.128,318.302610772435
354,633.1912,718.25134462843
355,610.6935,300.201769703145
356,591.4168,614.663778875635
357,516.59503,419.782922288211
358,616.73486,738.927938579217
359,389.53152,-78.3038700571696
360,360.1234,-426.777347622712
361,383.26645,21.1072546094868
362,326.40686,-509.03600077773
363,-54.24379,-1181.04937861376
364,-144.18143,-1433.40202260364
365,-228.8296,-1810.98482756618
366,-558.34094,-1330.66488788053
367,-364.06256,-809.907110122413
368,-214.41447,-96.5248655454491
369,-322.48093,249.595173261558
370,-896.8186,-996.808395760125
371,-898.60034,-1318.43908394332
372,-1095.0905,-1151.53304986423
373,-833.3875,-268.351992217892
374,-610.3324,-213.532243903132
375,-549.47125,270.211321853507
376,-467.10928,-10.7320254703134
377,-220.7194,433.247503398792
378,-180.73857,-220.784308312788
379,-233.691,95.7665576744088
380,-303.2219,467.690999985875
381,-297.5862,468.329312751445
382,-449.0151,378.135613047677
383,-476.2131,322.107772588107
384,-233.71936,520.693803892223
385,-258.59268,108.202992464824
386,-284.10245,375.999210963212
387,-289.2192,502.933241820371
388,-236.92436,354.358782104512
389,-310.52313,203.820355097125
390,-282.91412,313.065456365818
391,-81.473915,672.252405990187
392,-126.62776,734.636940464407
393,-154.37335,728.683079226129
394,-166.56496,415.555151093888
395,-122.862854,450.018523223016
396,-136.11629,464.506714182462
397,-81.9856,380.506311695486
398,91.13587,419.806405752673
399,43.183006,541.372742917508
400,-23.17062,693.137765453438
401,-76.9295,229.479078171558
402,-80.772224,47.6751631971911
403,-168.23425,-8.76957196889625
404,-195.2142,-333.993556411594
405,-59.452717,-183.122361680878
406,-93.64472,201.842881260364
407,-131.95201,364.013720276915
408,-158.34654,633.490122018432
409,-123.027954,351.327001223793
410,-181.45428,-82.5855289434222
411,-186.79727,-47.4690175114047
412,-85.634254,186.533209505526
413,-139.80415,346.99682526959
414,-203.9782,109.194198048591
415,-238.82982,525.318620367723
416,-212.88602,452.707041469054
417,-262.68085,163.045356605163
418,-246.71584,615.992344960674
419,-170.2106,514.458146792472
420,-221.51405,263.141868024805
421,-277.58356,530.197179921188
422,-299.64038,274.515322195621
423,-266.3596,270.422708382806
424,-253.23172,650.682839350271
425,-176.15729,764.552387963893
426,-190.30382,686.048009175669
427,-222.94861,594.055855275461
428,-226.91266,873.746370381605
429,-213.11366,860.998711145875
430,-202.33598,832.86417074644
431,-140.9367,404.682222065911
432,-99.07657,1283.08473403064
433,-239.25313,334.332689937495
434,-173.61064,910.701351542148
435,-84.95336,371.869496984707
436,-6.083755,479.328465314316
437,121.28002,88.0492932871266
438,113.03592,-101.84826970446
439,-165.7106,-341.434734929119
440,-267.8827,-754.245438173809
441,-288.481,-936.718813724247
442,-229.81628,-671.220979319404
443,-115.69239,-505.932555606902
444,-64.44801,109.096718942741
445,-92.21977,25.6035462808549
446,-186.47794,-951.358473514676
447,-263.55536,-1478.31794324668
448,-280.5918,-1495.70909349729
449,-255.93134,-1586.93896164351
450,-245.71088,-1076.93575386476
451,-325.15125,-600.901571546839
452,-355.36252,-74.5552298410577
453,-402.5154,-456.361866401805
454,-497.90298,-658.246480016141
455,-447.84616,-1240.13288751247
456,-391.62256,-1631.38025820517
457,-388.46985,-1535.45561220907
458,-440.52838,-1118.05773665257
459,-445.36868,-969.440009268046
460,-268.3326,-1147.05267426056
461,-176.52908,-1511.36316087925
462,-103.44486,-946.324161057708
463,-74.63633,-722.55130968767
464,-152.7603,-636.228951903639
465,-402.05206,-653.383202974541
466,-747.6984,-827.786726792005
467,-667.21875,-950.548202894854
468,-657.89484,-768.734816658029
469,-670.20905,-496.402989084027
470,-611.80176,-326.370519698897
471,-591.4426,-1265.21186841289
472,-697.1362,-503.526106051521
473,-934.9009,-1002.40794773126
474,-613.8832,-2830.09663679665
475,-491.18607,-1517.25581904355
476,-430.7087,-1238.90942714173
477,-441.77045,-1481.59045406114
478,-463.4115,-782.657177465669
479,-464.69357,-343.15312857197
480,-518.1155,-59.9480753878136
481,-570.3821,-638.472892510512
482,-542.75433,-1071.13647053106
483,-466.0544,-928.376628060862
484,-425.66443,-612.201697239878
485,-272.09564,65.1642967169777
486,-669.76587,-523.531859435961
487,-579.3457,-107.536137204218
488,-944.1099,-444.460541821272
489,-702.0307,-848.852414046857
490,-497.4485,-1063.70689077621
491,-435.26968,-1141.82894915041
492,-483.8061,-1502.31308473241
493,-253.00139,-1587.77553633064
494,-406.3408,-1134.74383852931
495,-753.32166,-82.4287360328539
496,-1425.898,-820.789866315296
497,-1208.7949,-1026.74320226036
498,-828.9116,-600.46578262887
499,-486.78833,-1291.81706755308
500,-136.76251,-809.064509790767
501,-118.83312,-369.417610210193
502,-357.19913,-1043.33728917555
503,-421.60272,-554.844121151612
504,-449.76627,-406.327509177134
505,-475.75104,-1054.68739592638
506,-400.76465,-1113.39877630769
507,-201.41013,-1005.61585838406
508,-82.44894,-742.786261543426
509,-36.45524,-633.629010185656
510,-13.583638,-466.844787223748
511,21.211433,-416.741371601704
512,-8.246473,-503.144856214205
513,4.882653,-62.1537787995536
514,77.23086,253.736307713344
515,87.36403,223.485201041835
516,27.836493,-688.096719434197
517,-55.256935,-887.947404242249
518,-97.20168,-888.063720488778
519,-167.90152,-956.705229509866
520,-159.05247,-418.569334520956
521,-51.97599,-555.142563171845
522,52.82796,-106.940140394603
523,-108.6478,-1253.51191786052
524,-73.8001,-590.018033843017
525,-6.776619,-264.150534373183
526,-20.951185,-263.566450080362
527,27.932434,-51.8096875495227
528,184.29442,81.465836367048
529,195.22713,373.240255900681
530,82.40655,-80.3017703611432
531,113.320435,-14.9504917348437
532,145.93797,-32.6184943027127
533,89.8653,-65.1219122430074
534,131.19847,25.0677903058869
535,315.2035,139.944191116818
536,302.91974,250.674262911605
537,46.57076,53.5559118169978
538,-3.8430538,-87.2099098340428
539,-8.039781,-92.8007676133428
540,-59.08013,-318.042979988293
541,-56.000526,-99.7601762585638
542,105.10469,234.578377150189
543,77.64913,248.159137184431
544,129.0575,790.747367833299
545,-342.6457,-1.91980323130844
546,-161.26025,60.0521658296426
547,-90.2439,384.470792277406
548,-50.385777,624.921597603134
549,98.58282,706.021890953294
550,132.156,644.232456969034
551,43.216404,447.70471647649
552,71.38169,676.127977519489
553,63.10576,109.903235995764
554,97.28831,136.204372617501
555,136.66608,299.743795417413
556,217.68738,637.847728032836
557,208.4933,858.337828478218
558,85.94758,342.930214737078
559,59.116673,429.019022448537
560,16.370836,375.245520821682
561,43.1077,319.056133708957
562,63.71434,560.356405276452
563,122.08821,564.369572420326
564,120.57298,816.563162586015
565,83.88033,508.393086998302
566,65.7359,228.571498883625
567,49.610035,327.710975877468
568,76.17754,528.682214434546
569,107.37659,553.267110639661
570,144.1165,758.391597470684
571,144.1228,838.818709367368
572,150.3548,516.668782230468
573,122.567764,140.480610685272
574,106.88884,329.38676383919
575,110.049576,328.529441590216
576,119.17906,258.787503172033
577,173.07123,326.646916784432
578,184.61139,499.908082644864
579,195.95149,352.759647107062
580,168.0482,413.738519183641
581,141.0224,546.386186535404
582,141.81514,512.885095545512
583,139.84367,551.988080004187
584,181.34842,589.251647787297
585,188.1318,563.647413784841
586,153.585,576.418220314648
587,140.4105,409.196683418082
588,110.956696,396.348061641355
589,114.3747,546.575727711526
590,123.157906,743.093950712105
591,221.46175,1132.43494106171
592,240.32567,860.284167820057
593,161.80045,566.828818400648
594,140.77159,598.61760555714
595,103.2936,259.388579834165
596,91.07963,431.636139223026
597,79.84178,315.148879846349
598,159.70798,382.939946982628
599,182.68121,250.9365855774
600,216.86345,1161.75394636721
601,90.50618,372.939962406508
602,77.68001,257.841943168428
603,77.21889,416.496505889912
604,92.12775,391.37513737187
605,188.3281,439.66782306663
606,204.46405,812.225807614612
607,124.23234,437.139428385748
608,96.5173,42.9085740860526
609,78.48268,74.4237482966899
610,79.86588,267.785200978112
611,117.98333,344.68629594432
612,271.324,337.82487165469
613,334.36423,512.48305682924
614,237.78233,383.112986410459
615,257.7144,622.563679835911
616,264.55576,327.395908840535
617,278.22083,454.399773663378
618,331.47305,706.65782092191
619,511.20053,876.19045686685
620,558.4857,879.711136694466
621,360.5122,710.979597689142
622,310.01852,624.521342297354
623,277.06763,630.194594022276
624,292.60272,725.710464424589
625,346.3077,197.067796058194
626,530.9631,260.321517329396
627,561.8549,155.667851920892
628,258.22702,-53.2632001655195
629,67.48555,383.405952780252
630,-97.33685,422.205796112778
631,-153.03331,849.008536771314
632,-136.69478,851.649145155494
633,42.168285,1017.32869712674
634,87.08172,1403.52227238497
635,-213.64742,584.191784337818
636,-432.51477,748.958328850899
637,-569.99506,632.793611535198
638,-493.33557,309.386210856879
639,-318.63663,365.789851925097
640,-42.96246,447.401028045306
641,17.449833,756.497982868618
642,-220.03883,587.949066216061
643,-226.15504,742.438144831523
644,-202.90062,556.992682408695
645,-99.099884,560.084467400329
646,-16.442215,479.33349946012
647,102.13694,654.748607618633
648,111.60167,792.20692598817
649,4.5222,631.372244356593
650,35.509514,732.838500193568
651,75.84954,804.00998830486
652,71.54978,40.5959841141605
653,136.1046,458.379527723386
654,212.01466,794.323538218133
655,243.82968,289.653436534735
656,210.4402,93.7481826369262
657,217.13441,-332.71818407193
658,221.86914,56.1636862471793
659,274.6894,43.483937738166
660,286.72266,306.562912444909
661,308.15417,1091.38346670042
662,308.2777,888.291842754841
663,262.9022,865.015255156268
664,249.544,509.301440738807
665,241.1055,444.973334857582
666,283.44424,633.269599136302
667,287.19214,684.375775524149
668,293.57538,610.756826432703
669,285.69046,900.45019550467
670,255.91148,710.243571771142
671,246.44675,837.75185866997
672,260.7272,556.939583901156
673,278.58286,908.104154347518
674,282.12878,872.967528550425
675,286.3953,910.220227902774
676,305.83517,840.594073084765
677,304.4375,1150.96985288878
678,279.39008,680.266599236969
679,265.38663,553.157461640255
680,269.61847,727.445476653919
681,249.36755,469.395966072345
682,240.48006,384.359372864338
683,259.47537,518.88465813376
684,283.45087,789.013967403629
685,258.429,1199.48231785254
686,240.09125,1077.83707625631
687,259.7139,870.435172262149
688,228.51831,1227.50404910214
689,210.33685,488.035139402352
690,227.91902,561.387196191741
691,261.71088,831.725132913365
692,240.21729,853.307181658438
693,218.82703,803.235347972643
694,247.4068,844.941706266092
695,213.09444,880.520700515443
696,221.02725,810.165481858885
697,263.05438,928.727059305451
698,293.90903,1110.48031185396
699,269.7924,1015.1783405721
700,228.67395,1080.98141020383
701,251.915,1075.54534639437
702,205.61473,928.529308297686
703,243.92831,945.768653386509
704,260.886,870.937518030318
705,263.03925,1373.9693616868
706,219.65129,1374.20754126501
707,246.1909,1186.64269547867
708,327.14005,1545.51165511509
709,394.67334,1382.50066861616
710,549.63666,1699.04122721091
711,639.4232,1696.66380617366
712,726.42126,1741.39820920649
713,684.21423,1640.19478397938
714,700.13245,1616.34893612035
715,623.7747,1271.97823806
716,606.86084,1354.67381040084
717,603.76166,727.2870754116
718,561.4683,1130.43076940991
719,555.9569,1291.13204619011
720,442.70654,1082.56649300014
721,426.10648,1207.99397688601
722,311.54288,1003.26602907598
723,395.16046,1388.69147193587
724,316.5193,703.034017895274
725,296.91428,516.132679569607
726,249.85814,1187.84836024761
727,216.84233,683.854751845644
728,271.1482,533.817050858669
729,231.77814,378.945328739843
