,prediction,real
293,-39.619583,554.7006414024469
294,176.22098,408.7804047559727
295,250.44762,561.1049297450368
296,193.87262,639.74932825063
297,100.971214,532.8230965160677
298,119.3963,377.0215005595838
299,63.727955,343.7239807790502
300,177.5966,381.4892963614411
301,128.79144,428.74344902886895
302,91.10214,-46.64116658953037
303,-112.39287,68.18564290009604
304,-380.1878,-668.702078051364
305,-408.95685,-650.6261263452302
306,-335.6102,-161.82286497863987
307,-311.70648,-143.84702298863402
308,-431.0553,-188.6358164219731
309,-361.78256,122.27968303358803
310,-482.84183,234.74371399521277
311,-476.8716,151.6271011979949
312,-391.5372,-50.19525268884865
313,-37.26855,-9.701441164470685
314,182.52385,61.17614670320857
315,56.31957,-147.12849362669607
316,159.02747,-226.64405368551095
317,152.27327,-346.48260324629393
318,108.18135,-215.71908566768707
319,134.89546,-299.48762741790597
320,54.665173,-340.6926374075351
321,215.70128,109.03794048525202
322,155.44113,90.63410775348791
323,235.1749,-30.414468150504902
324,137.30875,-268.78857658260097
325,85.59967,227.35139523163912
326,211.18042,-93.93316233867208
327,133.81813,-209.51967200894097
328,184.34427,209.1933904946449
329,175.08481,169.41606404632893
330,283.14804,369.9771218739163
331,132.99667,583.1446507110157
332,78.9632,359.0386260635247
333,235.63333,-155.65679891545304
334,150.92926,-171.5087185862399
335,156.64174,374.3853393757443
336,201.4554,275.9146172894209
337,163.92932,-230.435294850925
338,161.97229,107.45582988200913
339,9.456898,-358.98605165060695
340,183.72694,-121.64392331301195
341,243.24585,-153.81613600827384
342,605.06226,77.00567914428701
343,586.272,153.89138579465305
344,636.1569,224.3145328709708
345,552.1427,260.28802962892826
346,459.70218,209.26605353635804
347,311.49484,321.734381145108
348,274.5561,-109.79079835179914
349,635.48566,-34.55376686546819
350,183.98589,-2.3100217353368264
351,426.31754,119.656486064071
352,131.73875,-409.0014010150351
353,188.66039,119.42539794965113
354,-70.88274,482.28984123409896
355,253.83757,24.244200303669835
356,601.8089,295.45595262645304
357,349.9576,135.87296153084213
358,378.9859,472.62868205389924
359,286.41873,-283.041745906571
360,116.452095,-578.7986904573121
361,-13.0653105,-114.23631636983609
362,123.87504,-605.053518623652
363,-1143.4945,-1258.22967801953
364,-1639.6373,-1501.1329380842
365,-1154.8031,-1752.1857261921703
366,-1152.0872,-1276.57367019932
367,-618.418,-746.152027306062
368,-265.37073,-22.758660387068304
369,-759.3713,323.3397578502027
370,-1977.6376,-928.1603387921568
371,-906.1785,-1285.54090257168
372,-902.6535,-1057.41577776878
373,-564.99445,-156.81008258759715
374,-213.55508,-109.77932232208592
375,-393.1919,329.4406990522268
376,-891.79016,52.67432116122167
377,-435.9844,468.1035535296261
378,-72.30575,-153.237778341599
379,-70.83999,151.5438296775511
380,-241.4159,518.7343497335152
381,-323.35168,526.9547538194022
382,-297.81372,450.95780836584424
383,-143.84341,400.204508868658
384,277.9931,613.5749667636901
385,80.12478,197.48365332199512
386,-41.744186,441.9965336669281
387,-356.96835,551.3313577035323
388,-474.41495,396.7853916599752
389,-379.74393,259.7105494757578
390,-75.730385,378.83367999457516
391,0.4542098,718.9552908274721
392,33.970512,769.6766145191392
393,-105.99118,753.0993472734591
394,-132.7471,435.37772554840825
395,34.599934,460.7403168287972
396,-200.83534,334.3153049117379
397,-97.95926,205.50000137261625
398,-42.598488,279.7395392066693
399,-155.52702,379.88464157735785
400,-304.96564,585.7131574061073
401,-61.113716,141.11371553992606
402,-28.188114,-30.97251264237583
403,-241.89787,-73.96046550678979
404,-402.16733,-335.12856287701385
405,-411.7877,-144.62517583757798
406,-418.3746,196.6273036480801
407,-485.7724,312.9653829757391
408,-421.18066,531.6879897070477
409,-384.0929,251.54436108251392
410,-384.66934,-172.2480539202029
411,-390.24863,-131.85605649764102
412,-389.06442,76.73046356607986
413,-504.43228,221.6517563447509
414,-531.48773,-41.27575948464177
415,-625.5346,375.64137688443276
416,-586.934,311.19210874133296
417,-633.8611,30.820503393446316
418,-584.88403,461.4072109522428
419,-392.788,363.30946687967685
420,-406.41315,100.64552301282912
421,-356.80975,308.81802224202517
422,-417.49768,75.0104180053298
423,-238.6154,77.96569830375464
424,-242.16023,634.7763382942261
425,-103.458015,751.213893024564
426,-61.053627,578.2345252121728
427,-74.53349,406.0769342850609
428,-46.967567,668.6482718155032
429,45.021294,662.8517832250424
430,165.85072,624.9773931417608
431,-86.575806,208.7861153582861
432,-117.84825,998.6790192135949
433,-212.99443,112.41307113497997
434,-265.26724,697.805312745305
435,-40.22856,121.53822342660801
436,73.002914,247.49353309706783
437,166.4882,-24.065896938330965
438,131.48105,-119.61119805336196
439,102.13929,-325.57538106396584
440,-127.71205,-696.7592499898678
441,-287.58844,-954.4960652676139
442,-2.4695575,-824.3925088856379
443,172.27502,-666.0568721986991
444,81.70576,-29.53402411411022
445,203.56636,-9.040426690145877
446,-268.95425,-926.6132248500111
447,-464.063,-1396.21129481469
448,-328.24673,-1407.29454165396
449,42.85085,-1552.44184089855
450,159.08786,-1163.55627152483
451,99.92951,-796.1657091872369
452,223.06413,-318.03193581840696
453,-206.57509,-620.626854171063
454,-195.00267,-712.600692822312
455,-37.96457,-911.4895040809993
456,115.735016,-1285.88008888057
457,228.07533,-1245.42889705087
458,309.0512,-875.851727928832
459,480.91196,-730.5077604790271
460,139.72577,-937.6778777922141
461,75.86504,-1355.32674961784
462,251.57265,-865.3143642384
463,121.125656,-754.6882961561929
464,363.0859,-615.9433004090761
465,353.18155,-536.0326171539632
466,508.36917,-673.1020242061588
467,189.93657,-890.348414685339
468,63.408287,-572.0615875110961
469,28.257103,-302.526862767645
470,-56.784595,-259.5642360446
471,89.02865,-1158.58474020781
472,25.155848,-395.75732591889204
473,-99.71742,-928.2217876904418
474,-203.70738,-2628.14354517669
475,-88.31074,-1320.54247861743
476,-245.93272,-1076.40136808559
477,-429.51364,-1402.5256163370002
478,-676.8274,-861.6428112920911
479,-988.27277,-433.6869676727821
480,-722.1277,-44.26103570562792
481,-304.95294,-606.1155184735229
482,-216.49031,-1115.23735796974
483,-186.17778,-1086.5648544158003
484,-286.95157,-815.4178286773707
485,-492.88156,276.2949511747259
486,-432.8367,-349.8617282348651
487,-798.4006,101.59406729189399
488,-1163.5564,-252.07243650896913
489,-872.3351,-563.0622622235811
490,-623.32697,-670.6185953766737
491,-629.93964,-684.270473794101
492,-712.08514,-1011.7090181430502
493,-367.41666,-1146.49729628149
494,-368.02502,-823.067403247898
495,-268.20404,-34.350575418357096
496,-552.0328,-494.56313098444014
497,-347.34555,-591.7089518457061
498,-205.90633,-216.122031040322
499,-71.70916,-826.0572192404278
500,277.08646,-379.576624679039
501,209.0261,9.382888622997916
502,-160.01443,-709.02936194694
503,-243.04427,-293.820138767238
504,-344.9276,-102.88089518968292
505,-372.44522,-623.915134019014
506,-146.8976,-615.214044286319
507,27.270227,-494.2881879374901
508,70.346466,-267.54233231604303
509,228.1249,-232.6252299692651
510,212.92589,-58.76704227429817
511,167.00983,-92.09146927534361
512,115.00089,-254.09044901404403
513,114.94545,128.24275246429107
514,221.70618,520.583110026623
515,359.8564,474.78962530781007
516,97.65313,-392.2982399364939
517,-161.24911,-544.857951089212
518,-274.82565,-560.0798654575399
519,-317.24924,-713.7119223975209
520,-268.00983,-357.921094986785
521,-161.83765,-512.193928696321
522,65.15654,-115.86525941054114
523,-232.359,-1238.00245346182
524,-202.65453,-575.0358163144301
525,-149.96416,-254.807707716917
526,-221.16914,-255.4010000602769
527,-44.200535,-37.24842707676256
528,-106.161545,104.06158123723004
529,21.244894,400.61862504548697
530,-203.14766,-51.42172531131108
531,-76.05191,3.5264841981059485
532,78.20926,-12.417177040159949
533,-39.736362,-46.160397226877585
534,115.38778,42.948359283088315
535,123.45377,160.06623706697303
536,135.2653,271.6999172060358
537,-84.62993,77.59620702851014
538,-99.54675,-61.38534928008976
539,-175.7332,-74.93509896610458
540,-332.77936,-300.018140053694
541,-413.684,-84.16408502953382
542,-213.64398,243.090995023423
543,-59.929527,253.75827988644892
544,-27.281775,777.0380774768951
545,-573.73785,30.079968221166595
546,-475.16238,53.022399760974196
547,-565.59814,355.84682090330296
548,-486.20667,587.3420991956519
549,-319.21152,678.9167378404481
550,-127.863525,622.8655695022833
551,-80.516396,422.7369658413881
552,-72.13941,668.8437208691929
553,-134.34358,65.73479379906144
554,-115.59913,76.04533731949577
555,53.034008,276.01897924922014
556,82.49191,605.4121181129519
557,110.22139,851.4378052585507
558,82.817154,291.4662669455282
559,20.722649,366.15763233783525
560,-84.099945,291.2555245900561
561,-141.59616,297.74480009590906
562,-94.848404,522.3646223089447
563,-51.366383,548.7264737916029
564,67.24056,804.2699186636446
565,82.32403,498.113258640533
566,-28.868645,220.14873198312114
567,-157.48003,306.2628872180541
568,-70.507,474.12171263902286
569,58.677727,525.231417467512
570,188.40794,737.3990057327992
571,214.22871,819.74945077815
572,188.10439,500.952560510556
573,59.752262,126.1982281081151
574,-41.308983,302.18662338300106
575,1.6857914,303.3680207138503
576,135.13025,259.64041566012486
577,143.5856,286.5729646017951
578,227.19843,452.49512278415824
579,289.03058,343.6551415434478
580,170.66957,416.1013038419682
581,13.801816,547.0034949136699
582,21.45088,502.6338167124609
583,124.47596,538.9665335889949
584,99.868484,600.8981278854379
585,148.87155,591.144413537738
586,126.153275,598.9778560912416
587,18.747656,429.7434147418081
588,-34.554176,400.22381068337586
589,3.7803473,480.67552154099104
590,134.3187,659.6598694952141
591,146.20923,1038.2930797949502
592,234.51698,847.7791389770001
593,154.8622,566.8732863584247
594,37.025616,593.3610500904562
595,-52.654648,256.8397734321029
596,-52.33777,434.01053008075917
597,57.80081,326.28490541219816
598,52.463753,407.05973774082304
599,128.35718,276.8895532612068
600,181.24953,1142.6194532549898
601,-37.34599,386.93474697113714
602,16.437511,264.1720764841522
603,1.7269887,418.36311521452916
604,89.0875,335.51298902040384
605,103.14971,448.01061079039397
606,181.90063,803.0419158242948
607,66.28063,433.1054682591889
608,-40.698147,78.80462770681406
609,-65.355484,115.96041751030798
610,-104.49909,313.2041149566841
611,47.00434,374.43984612486986
612,155.34758,353.878630932657
613,320.95782,541.2357591277741
614,186.38742,412.7436512799391
615,137.14613,587.6911142866
616,80.99735,271.3299187644693
617,204.3739,455.8283509611337
618,384.84644,644.890926670727
619,513.92645,832.5677891379381
620,558.8876,876.79455562249
621,265.8012,699.7812477327988
622,77.44231,626.5535542667748
623,-106.60108,632.67057744335
624,22.455103,702.5823454374382
625,302.62256,438.6368596757437
626,576.68665,503.6427387469038
627,577.7847,411.9729606090042
628,249.88976,141.96039125291892
629,-59.897934,480.3299237357448
630,-355.57755,489.86295999143283
631,-311.24557,856.2281661632632
632,-258.5264,828.3027241416419
633,124.05005,1026.19552067099
634,209.45912,1443.12947231793
635,-260.3264,662.5369825977882
636,-673.19556,860.7807137679788
637,-717.1484,837.3333066076929
638,-458.44034,-86.33868664214218
639,-468.96143,-10.099630004584421
640,-354.91934,3.5867389464123525
641,-216.0139,273.0828795291088
642,-501.18732,121.92709569194896
643,-549.75116,296.85583357171475
644,-445.527,90.01457237905532
645,-308.0043,148.53680041714912
646,-360.69873,79.58331973000159
647,-331.80426,290.98341023487086
648,-267.75705,440.3888627587328
649,-539.8564,220.63196415993693
650,-179.04973,287.03050992802486
651,197.34991,462.78915886855003
652,-311.84528,-259.07651580371004
653,-117.34119,172.80029544469215
654,91.141174,546.555815441514
655,58.374786,201.646794523313
656,-264.86954,93.57961929907823
657,67.4639,-256.8729979212551
658,181.7916,119.86595142860403
659,171.50467,-46.753267409828894
660,174.10071,162.29448603193612
661,239.71744,877.7355988560382
662,62.155952,743.630609709371
663,133.24168,724.1978265045119
664,190.24881,397.0625168707679
665,223.08395,384.0825038293781
666,72.92052,595.5504228567122
667,-112.87732,647.6853931038543
668,-113.06131,639.1041499917919
669,-110.89892,491.4424666823278
670,-99.7865,317.97387450732987
671,-288.05182,430.3441356235529
672,-337.46686,147.04937561519986
673,-575.5233,537.9150926293662
674,-669.9701,519.66174430792
675,-537.3517,542.1920006877801
676,-213.14589,494.3085563244451
677,-61.830486,820.5458333279112
678,-180.28008,412.39843389224495
679,-10.468643,341.78888253243014
680,26.111748,551.1887789385081
681,75.79442,318.8002735342811
682,101.50182,228.42155516788398
683,119.51773,356.4004224120358
684,172.6077,645.5379105606298
685,85.24625,1067.0201673322
686,170.72285,968.2463408611849
687,100.540344,779.4629865250791
688,70.08534,1131.41125280492
689,177.10347,409.01583179886813
690,55.258972,478.1507907753659
691,174.5192,734.112683521977
692,143.80894,745.7596793295788
693,272.451,674.1981607794156
694,111.45731,715.7703579194688
695,77.4389,756.850461551703
696,236.03354,686.1884833539963
697,155.67654,812.8537508793949
698,135.2523,995.179128999255
699,168.79277,925.06345327012
700,225.08281,1004.0230869661704
701,80.896996,1018.6371767714899
702,-47.17541,872.492863272872
703,112.91625,889.4029772018281
704,39.85026,802.6804694222537
705,243.04482,1304.23490561654
706,374.1689,1359.4060010373603
707,350.4179,1204.5320492671397
708,507.33646,1556.9039393979504
709,442.26367,1369.96889229078
710,383.19916,1657.03284746887
711,394.2512,1633.96361811713
712,681.06903,1679.5009917457403
713,315.53745,1563.0227858490402
714,525.80804,1545.72638841439
715,75.70211,1210.66212550892
716,104.67896,1301.4125584650506
717,48.748875,666.2238172612359
718,-107.15555,1069.3082569710703
719,311.89444,1234.30891507478
720,287.7798,1035.0698021497503
721,515.8423,1191.8394625147203
722,333.54654,992.7089408803789
723,347.30426,1313.07401515512
724,365.2994,643.5659712550112
725,442.364,452.9791502985462
726,112.360245,1136.7732851322799
727,-46.506653,637.9081520138047
728,-271.09094,443.503123349806
729,-235.29082,246.82558472398713
